cesta,counter_id,naziv,pocetak,kraj,v_max_dop,v_avg_smjer1,v_avg_smjer2,v85_smjer1,v85_smjer2,year,v_avg,v85_avg
DC43,2140,Kupinovac,W\(’?,D28,60,67.0,68.0,77.0,78.0,2021,67.5,77.5
DC44,2145,Bjelovar,D28,D544,50,62.0,64.0,71.0,72.0,2021,63.0,71.5
DC43,2108,Narta - sjever,D28,W\(?Q,60,72.0,78.0,84.0,90.0,2021,75.0,87.0
DC43,2015,Caginec,W\)’Q,W\(5Q,50,62.0,61.0,69.0,69.0,2021,61.5,69.0
DC44,2806,Lupoglav - sjever,L50080,W@()Q,50,63.0,70.0,75.0,82.0,2021,66.5,78.5
DC45,2207,Veliki Zdenci,W\)\],W\)\\,70,70.0,68.0,86.0,90.0,2021,69.0,88.0
DC45,2115,Kapelica,D26,L37138,50,54.0,54.0,62.0,63.0,2021,54.0,62.5
DC45,3321,Kutina - sjever,W\)]\,L33070,50,57.0,56.0,64.0,64.0,2021,56.5,64.0
DC46,3708,Stari Mikanovci,WQ)\\,WQ)]],70,64.0,65.0,73.0,75.0,2021,64.5,74.0
DC46,3722,Vinkovci obilaznica,D518,D55,80,76.0,73.0,88.0,84.0,2021,74.5,86.0
DC46,3711,Srijemske Laze,WQ)@(,L46027,50,50.0,58.0,57.0,68.0,2021,54.0,62.5
DC46,3810,Tovarnik,WQ’\\,GP,60,66.0,67.0,82.0,82.0,2021,66.5,82.0
DC47,3306,/(cid:4)(cid:20)(cid:6)(cid:7)!(cid:9),W\’@(,W\’@\,80,82.0,83.0,95.0,95.0,2021,82.5,95.0
DC49,3531,Batrina istok,WQ)@?,WQ’QQ,70,68.0,70.0,78.0,82.0,2021,69.0,80.0
DC50,4203,:(cid:8)(cid:20)(cid:6)(cid:3)!(cid:18)+/(cid:4)(cid:10)(cid:20)#*,A1,W@)Q(,50,72.0,76.0,84.0,90.0,2021,74.0,87.0
DC50,4205,c(cid:7)(cid:6)(cid:22)(cid:20)(cid:18)c(cid:9)(cid:16)(cid:31)(cid:9),W@)QQ,W@)Q5,50,53.0,52.0,63.0,61.0,2021,52.5,62.0
DC50,4905,Sveti Rok,A1,L59116,50,74.0,75.0,95.0,100.0,2021,74.5,97.5
DC51,3530,/(cid:9)(cid:22)(cid:8)(cid:9)(cid:28),WQ))5,L41045,50,79.0,76.0,95.0,90.0,2021,77.5,92.5
DC51,3524,Eminovci,L41033,D38,50,54.0,53.0,60.0,59.0,2021,53.5,59.5
DC51,3515,Oblakovac,D38,L41019,50,74.0,77.0,86.0,90.0,2021,75.5,88.0
DC52,4204,Vrhovine,W@)\(,L59140,90,74.0,80.0,86.0,92.0,2021,77.0,89.0
DC53,2417,Donji Miholjac,WQ’[@,D34,90,56.0,55.0,65.0,64.0,2021,55.5,64.5
DC53,3603,‘(cid:4)(cid:3)(cid:21)(cid:3)!(cid:18)(cid:2)(cid:3)(cid:16)(cid:7)(cid:6)(cid:22)(cid:7),L44094,D51,50,72.0,69.0,86.0,82.0,2021,70.5,84.0
DC53,3607,3(cid:3)(cid:23)(cid:8)(cid:5)(cid:16)(cid:11)(cid:9),L42038,L42039,50,57.0,59.0,64.0,68.0,2021,58.0,66.0
DC53,3516,Slavonski Brod,D525,D72,60,72.0,75.0,82.0,86.0,2021,73.5,84.0
DC55,3706,(cid:2)(cid:5)(cid:16)(cid:8)(cid:3)(cid:4),WQ)\Q,Zvonimirov,50,62.0,59.0,71.0,67.0,2021,60.5,69.0
DC55,3710,Kunjevci,WQ)[’,WQ)[\,60,81.0,84.0,97.0,97.0,2021,82.5,97.0
DC55,3719,W(cid:5)(cid:24)(cid:3)(cid:19)(cid:11)(cid:3),L46045,GP,40,35.0,43.0,48.0,56.0,2021,39.0,52.0
DC56,4829,Tromilja,D502,W](’),60,77.0,82.0,86.0,92.0,2021,79.5,89.0
DC56,4916,3(cid:3)(cid:16)(cid:8)(cid:9)(cid:15)(cid:7)(cid:31),L63178,L63203,70,88.0,92.0,103.0,109.0,2021,90.0,106.0
DC56,5329,/(cid:5)(cid:10)(cid:7)(cid:31),L63151,L63151,50,78.0,78.0,92.0,95.0,2021,78.0,93.5
DC56,5306,Skradin,W](5@,G.A.P.,40,36.0,38.0,47.0,49.0,2021,37.0,48.0
DC56,5413,Kljake,W]([5,W]([[,50,82.0,87.0,95.0,100.0,2021,84.5,97.5
DC58,5326,Bioci,luka,D8,50,64.0,64.0,75.0,77.0,2021,64.0,76.0
DC58,5320,Donje Polje,D8,D531,60,67.0,73.0,78.0,86.0,2021,70.0,82.0
DC58,5406,Seget Donji,W])’[,D8,50,64.0,64.0,73.0,72.0,2021,64.0,72.5
DC59,5319,Y(cid:7)(cid:23)(cid:8)(cid:3)(cid:18)_(cid:3)(cid:10)(cid:3)(cid:18)a(cid:18)(cid:11)(cid:5)#,W](5),D27,80,90.0,92.0,103.0,103.0,2021,91.0,103.0
DC60,5510,Cista Velika,L67226,W])@\,60,85.0,86.0,100.0,100.0,2021,85.5,100.0
DC60,6001,Grubine,L67159,W])?],60,63.0,65.0,71.0,73.0,2021,64.0,72.0
DC62,6014,Zagvozd,D76,L67143,50,47.0,54.0,53.0,63.0,2021,50.5,58.0
DC64,2820,",(cid:7)(cid:31)(cid:3)(cid:19)",L50086,L50123,50,65.0,68.0,75.0,77.0,2021,66.5,76.0
DC66,2815,&(cid:8)(cid:9)(cid:24)(cid:6)(cid:7)(cid:31)(cid:7),L50185,D64,60,67.0,70.0,78.0,80.0,2021,68.5,79.0
DC66,2814,Medveja,W@(?’,W@(@(,40,60.0,58.0,68.0,67.0,2021,59.0,67.5
DC66,2813,Opatija - jug,W@(Q?,W@(@),50,50.0,52.0,57.0,59.0,2021,51.0,58.0
DC70,5918,":""(cid:7)(cid:16)(cid:18)a(cid:18)(cid:23)(cid:11)(cid:9)(cid:15)(cid:9)(cid:4)",D8,W])]@,50,44.0,46.0,54.0,54.0,2021,45.0,54.0
DC72,3626,Slavonski Brod 2,D53,D423,50,49.0,52.0,57.0,59.0,2021,50.5,58.0
DC74,1126,Bednja,L25013,L25108,40,57.0,57.0,64.0,66.0,2021,57.0,65.0
DC75,2708,Dajla,L50040,D301,50,58.0,59.0,67.0,69.0,2021,58.5,68.0
DC75,2765,Vrvari,L50046,D302,70,59.0,64.0,67.0,72.0,2021,61.5,69.5
DC75,2757,Funtana,L50091,W@(5),60,64.0,60.0,72.0,68.0,2021,62.0,70.0
DC75,2717,Bale,W@([?,W@([],60,65.0,66.0,80.0,82.0,2021,65.5,81.0
DC76,6026,Tunel Sveti Ilija,L67177,A1,100,79.0,84.0,88.0,95.0,2021,81.5,91.5
DC77,2751,"W""(cid:7)(cid:19)(cid:11)",W@(55,L50132,60,75.0,79.0,86.0,90.0,2021,77.0,88.0
DC77,3915,Vodnjan,L50144,W@)(),50,79.0,81.0,90.0,95.0,2021,80.0,92.5
DC100,4006,Cres,D101,W@)’Q,40,78.0,77.0,90.0,90.0,2021,77.5,90.0
DC100,4003,e(cid:5)(cid:19)(cid:23)(cid:22)(cid:7),L58115,W@)@5,60,66.0,65.0,75.0,77.0,2021,65.5,76.0
DC102,2922,":""(cid:7)(cid:16)(cid:3)(cid:10)(cid:11)",W@(?\,L58065,90,81.0,77.0,92.0,86.0,2021,79.0,89.0
DC102,2934,Krk,W@)\),W@)\),80,78.0,81.0,88.0,92.0,2021,79.5,90.0
DC104,2947,&(cid:8)(cid:4)(cid:7)(cid:10)(cid:6)(cid:7)(cid:31)(cid:7),L58070,L58085,60,79.0,80.0,92.0,95.0,2021,79.5,93.5
DC105,4106,Barbat na Rabu,W@)\[,TP,40/60,64.0,61.0,75.0,71.0,2021,62.5,73.0
DC106,4822,Vulete,W]()],W]()5,50,76.0,75.0,88.0,88.0,2021,75.5,88.0
DC113,5907,Supetar - jug,D114,L67172,60,50.0,47.0,56.0,54.0,2021,48.5,55.0
DC116,5917,Jelsa,L67194,L67196,90,68.0,65.0,78.0,77.0,2021,66.5,77.5
DC118,6403,W(cid:4)(cid:19)(cid:20)(cid:15)(cid:20),L69073,L69073,60,76.0,78.0,90.0,92.0,2021,77.0,91.0
DC121,5338,Ivinj,W](?@,L65032,60,71.0,73.0,80.0,82.0,2021,72.0,81.0
DC126,5443,Trogir,W])\\,W])\Q,50,49.0,45.0,55.0,53.0,2021,47.0,54.0
DC126,5445,Mastrinka,W])\Q,W])\],40,58.0,58.0,67.0,65.0,2021,58.0,66.0
DC200,2701,Plovanija,GP,D510,60,57.0,57.0,64.0,65.0,2021,57.0,64.5
DC204,3040,Bosanci,D3,W\)5@,50,76.0,76.0,86.0,86.0,2021,76.0,86.0
DC207,1124,Hromec,GP,W’([],50,69.0,67.0,78.0,78.0,2021,68.0,78.0
DC209,1001,_(cid:5)(cid:4)(cid:23)(cid:22)(cid:20)(cid:18)&(cid:4)(cid:9)(cid:21)(cid:7)(cid:16)(cid:31)(cid:9),W’((\,L20003,50,53.0,52.0,62.0,61.0,2021,52.5,61.5
DC209,1201,d(cid:9)(cid:19)(cid:22)(cid:20)(cid:15)(cid:9)!,W’()],D227,50,53.0,57.0,60.0,65.0,2021,55.0,62.5
DC212,2502,Suza,WQ(\5,L44011,60,75.0,74.0,86.0,86.0,2021,74.5,86.0
DC213,2511,Bijelo Brdo,L44084,L44085,70,79.0,76.0,92.0,90.0,2021,77.5,91.0
DC214,4501,Posavski Podgajci,WQ’\(,L46054,90,90.0,93.0,106.0,109.0,2021,91.5,107.5
DC216,3109,Miholjsko,W\’’Q,L34144,50,74.0,77.0,86.0,88.0,2021,75.5,87.0
DC217,4301,"c(cid:7)(cid:6)(cid:22)(cid:20)(cid:18),(cid:9)(cid:8)(cid:4)(cid:20)(cid:15)(cid:20)(cid:18)&(cid:9)(cid:10)(cid:20)",D504,GP,60,69.0,67.0,80.0,78.0,2021,68.0,79.0
DC220,5520,e(cid:3)(cid:24)(cid:20)(cid:4)(cid:7)!(cid:9),W]’](,D60,90,91.0,100.0,106.0,113.0,2021,95.5,109.5
DC223,6610,Dubac,W]’Q\,D8,50,67.0,64.0,77.0,73.0,2021,65.5,75.0
DC224,3304,Sunja,W\’QQ,W\’)),50,54.0,56.0,62.0,64.0,2021,55.0,63.0
DC227,1243,Brezje,W’()@,D209,90,76.0,78.0,88.0,88.0,2021,77.0,88.0
DC228,1805,Kamanje,L34021,W\’[],80,63.0,61.0,72.0,69.0,2021,62.0,70.5
DC228,1934,_(cid:3)(cid:30)(cid:7)(cid:31)(cid:19)(cid:20),W\)Q\,D1,50,60.0,60.0,69.0,68.0,2021,60.0,68.5
DC231,1933,Sveta Nedelja,W\(]),A3,50,54.0,56.0,62.0,64.0,2021,55.0,63.0
DC306,4808,9(cid:20)(cid:28)(cid:7)(cid:19)(cid:20),L63049,L63052,90,72.0,72.0,82.0,82.0,2021,72.0,82.0
DC307,1936,Oroslavje,L22069,L22069,50,51.0,51.0,57.0,58.0,2021,51.0,57.5
DC310,1953,Jastrebarsko,L31139,A1,50/60,72.0,70.0,84.0,84.0,2021,71.0,84.0
DC408,2035,Velika Gorica (smjer DC30) zr.,luka,D30,80,68.0,71.0,82.0,86.0,2021,69.5,84.0
DC408,2035,";(cid:9)(cid:10)(cid:7)(cid:22)(cid:3)(cid:18)‘(cid:20)(cid:4)(cid:7)!(cid:3)(cid:18)+(cid:23)""(cid:11)(cid:9)(cid:4)(cid:18)(cid:14)(cid:4)(cid:3)(cid:6)(cid:19)(cid:3)(cid:18)(cid:10)(cid:5)(cid:22)(cid:3)* D30",zr.,luka,80,73.0,71.0,86.0,84.0,2021,72.0,85.0
DC409,5444,Divulje,D8,D8,40,55.0,52.0,64.0,62.0,2021,53.5,63.0
DC413,6038,",(cid:10)(cid:20)(cid:6)(cid:9)",D425,W]’)],50,51.0,56.0,61.0,67.0,2021,53.5,64.0
DC414,6502,",(cid:5)(cid:8)(cid:19)(cid:7)(cid:22)(cid:20)(cid:15)(cid:7)(cid:31)",W]’’],L69030,90,78.0,82.0,90.0,92.0,2021,80.0,91.0
DC414,6505,Zamaslina,L69066,D8,50,64.0,68.0,72.0,77.0,2021,66.0,74.5
DC415,6404,Kosarni Do,L69026,D414,60,55.0,58.0,62.0,67.0,2021,56.5,64.5
DC420,6609,Sustjepan,D8,luka,50,60.0,60.0,68.0,67.0,2021,60.0,67.5
DC423,3625,Slavonski Brod 1,D514,D72,50,49.0,49.0,54.0,55.0,2021,49.0,54.5
DC424,4820,"‘(cid:3)(cid:28)(cid:9)(cid:19)(cid:7)!(cid:3)(cid:18)+(cid:23)""(cid:11)(cid:9)(cid:4)(cid:18)=)*",D8,D422,80,113.0,123.0,133.0,139.0,2021,118.0,136.0
DC424,4820,"‘(cid:3)(cid:28)(cid:9)(cid:19)(cid:7)!(cid:3)(cid:18)+(cid:23)""(cid:11)(cid:9)(cid:4)(cid:18)(cid:17)(cid:3)(cid:21)(cid:3)(cid:4)*",D422,D8,80,109.0,117.0,128.0,133.0,2021,113.0,130.5
DC429,4311,Jezerce,L59025,D1,70,71.0,68.0,82.0,82.0,2021,69.5,82.0
DC430,2062,"&(cid:9)(cid:10)(cid:19)(cid:7)!(cid:3)(cid:18)+(cid:23)""(cid:11)(cid:9)(cid:4)(cid:18)(cid:14)(cid:4)(cid:3)(cid:6)(cid:19)(cid:3)(cid:18)(cid:10)(cid:5)(cid:22)(cid:3)* D30",zr.,luka,70,78.0,83.0,90.0,95.0,2021,80.5,92.5
DC430,2062,Selnica (smjer D30) zr.,luka,D30,70,75.0,78.0,89.0,90.0,2021,76.5,89.5
DC500,2811,Vranja,L50084,L50087,50,86.0,85.0,97.0,100.0,2021,85.5,98.5
DC501,2918,9(cid:4)(cid:7)(cid:28)(cid:7)(cid:16)(cid:31)(cid:9),W@(]\,L58107,60,69.0,73.0,82.0,86.0,2021,71.0,84.0
DC512,6039,Stupica,W])[?,W])[[,40,27.0,26.0,43.0,41.0,2021,26.5,42.0
DC514,3622,Slavonski Brod 3,D53,D423,50,68.0,68.0,78.0,80.0,2021,68.0,79.0
DC515,2418,(cid:2)(cid:3)(cid:16)(cid:7)!(cid:9)(cid:18):(cid:25)(cid:7)(cid:10)(cid:3)(cid:14)(cid:19)(cid:7)!(cid:3),D2,WQ)]?,90,76.0,85.0,88.0,100.0,2021,80.5,94.0
DC515,3621,/(cid:4)(cid:3)(cid:6)(cid:9)(cid:15)!(cid:7),L44100,L44101,90,96.0,96.0,116.0,116.0,2021,96.0,116.0
DC517,2413,/(cid:9)(cid:10)(cid:7)(cid:16)(cid:31)(cid:9)a(cid:23)(cid:11)(cid:9)(cid:15)(cid:9)(cid:4),D53,WQ(Q[,50,71.0,68.0,94.0,93.0,2021,69.5,93.5
DC517,2415,Harkanovci,L44050,L44020,50,63.0,63.0,75.0,75.0,2021,63.0,75.0
DC518,2509,Brijest,D2,WQ(?],40,71.0,66.0,80.0,73.0,2021,68.5,76.5
DC518,3741,Jarmina,WQ)\Q,WQ)Q[,80,76.0,82.0,88.0,95.0,2021,79.0,91.5
DC522,4918,Lovinac,L59112,W@)]@,90,90.0,103.0,103.0,116.0,2021,96.5,109.5
DC525,3525,Gornji Andrijevci,WQ’QQ,L42030,50,61.0,62.0,71.0,71.0,2021,61.5,71.0
DC528,1265,Kneginec Donji,D2,W’(5(,80,69.0,77.0,77.0,88.0,2021,73.0,82.5
DC540,2037,Komin,L31003,D3,50,61.0,58.0,71.0,65.0,2021,59.5,68.0
DC541,3042,";(cid:9)(cid:10)(cid:7)(cid:22)(cid:7)(cid:18)_(cid:20)(cid:21)(cid:4)(cid:5)(cid:16)(cid:18),(cid:20)(cid:8)(cid:20)(cid:22)",D6,W\)Q),90,98.0,99.0,112.0,112.0,2021,98.5,112.0
DC543,1943,b(cid:20)(cid:19)(cid:11)(cid:3)(cid:18)(cid:17)(cid:21)(cid:9)(cid:19)(cid:6)(cid:7)(cid:19)(cid:3),D1,L31148,50,58.0,56.0,68.0,65.0,2021,57.0,66.5
DC546,1942,/(cid:4)(cid:10)(cid:9)(cid:19)(cid:7)(cid:31),W\’[5,L31136,90,80.0,80.0,95.0,95.0,2021,80.0,95.0
DC548,2146,/(cid:11)(cid:9)(cid:10)(cid:20)(cid:15)(cid:3)(cid:4)(cid:18)(cid:7)(cid:23)(cid:8)(cid:20)(cid:6)(cid:19)(cid:3)(cid:18)(cid:20)(cid:25)(cid:7)(cid:10)(cid:3)(cid:14)(cid:19)(cid:7)!(cid:3),W\(’5,D28,50,86.0,87.0,100.0,103.0,2021,86.5,101.5
A7,2823,Rujevica (smjer D8),A8,D427,90,86.0,93.0,100.0,107.0,2021,89.5,103.5
A7,2823,Rujevica (smjer GP Rupa),D427,A8,90,79.0,88.0,91.0,97.0,2021,83.5,94.0
Ner,2014,Velika Mlaka (smjer Velika Gorica) V. Mlaka,V.,Gorica,80,85.0,91.0,100.0,106.0,2021,88.0,103.0
Ner,2014,Velika Mlaka (smjer Zagreb) V. Gorica,V.,Mlaka,80,88.0,94.0,100.0,106.0,2021,91.0,103.0
DC1,1104,Đurmanec,D207,D206,60,79.0,79.0,92.0,90.0,2022,79.0,91.0
DC1,1122,Čveki,D35,Ž2158,50,62.0,65.0,72.0,73.0,2022,63.5,72.5
DC1,1146,Sveti Križ Začretje,Ž2158,Ž2195,50,62.0,64.0,71.0,75.0,2022,63.0,73.0
DC1,1927,Veliko Trgovišće,D307,Ž2217,90/60,80.0,81.0,90.0,92.0,2022,80.5,91.0
DC1,1937,Pojatno,Ž3036,A2,90,84.0,86.0,95.0,95.0,2022,85.0,95.0
DC1,1935,Gornji Stupnik,L31102,Ž3061,50,70.0,74.0,80.0,84.0,2022,72.0,82.0
DC1,1929,Klinča Sela,Ž3106,L31143,50,63.0,65.0,72.0,73.0,2022,64.0,72.5
DC1,1928,Izimje,Ž3102,L31136,50,70.0,71.0,80.0,82.0,2022,70.5,81.0
DC1,1954,Lug - jug,Ž3146,D228,50,65.0,70.0,75.0,80.0,2022,67.5,77.5
DC1,3114,Karlovac (smjer Slunj),D228,D3,70,67.0,74.0,78.0,86.0,2022,70.5,82.0
DC1,3114,Karlovac (smjer Jastrebarsko),D3,D228,70,68.0,59.0,84.0,72.0,2022,63.5,78.0
DC1,3101,Tušilović,Ž3188,L34082,70,71.0,76.0,78.0,88.0,2022,73.5,83.0
DC1,3105,Blagaj,L34120,L34140,80,74.0,79.0,84.0,92.0,2022,76.5,88.0
DC1,3106,Slunj,L34140,Ž3258,60,69.0,69.0,78.0,80.0,2022,69.0,79.0
DC1,4313,Sadilovac,L34160,L59136,40,77.0,69.0,90.0,82.0,2022,73.0,86.0
DC1,4308,Prijeboj - sjeveroistok,L59027,Ž5201,80,93.0,100.0,109.0,116.0,2022,96.5,112.5
DC1,4309,Korenica,D52,L59045,90,67.0,67.0,77.0,77.0,2022,67.0,77.0
DC1,4304,Jošan,L59064,Ž5195,80,81.0,90.0,92.0,106.0,2022,85.5,99.0
DC1,5002,Pađene,L65008,D59,90,93.0,89.0,106.0,103.0,2022,91.0,104.5
DC1,5010,Stara Straža,D59,L65004,90,92.0,99.0,109.0,116.0,2022,95.5,112.5
DC1,5418,Kijevo,Ž6058,Ž6083,60,79.0,77.0,92.0,92.0,2022,78.0,92.0
DC1,5524,Sinj,Ž6118,D219,50,69.0,72.0,78.0,82.0,2022,70.5,80.0
DC1,5504,Brnaze,D60,L67041,50,60.0,58.0,71.0,67.0,2022,59.0,69.0
DC1,5526,Dicmo,Ž6116,Ž6120,60,68.0,71.0,77.0,80.0,2022,69.5,78.5
DC1,5523,Dugopolje (smjer Split),A1,D56,90,86.0,103.0,101.0,114.0,2022,94.5,107.5
DC1,5523,Dugopolje (smjer A1),D56,A1,90,96.0,104.0,109.0,116.0,2022,100.0,112.5
DC1,5441,Dračevac (smjer Split),D56,D8,50,35.0,41.0,59.0,62.0,2022,38.0,60.5
DC1,5441,Dračevac (smjer Dugopolje),D8,D56,80,73.0,81.0,84.0,90.0,2022,77.0,87.0
DC2,1203,Dubrava Križovljanska,GP,L25001,50,64.0,64.0,73.0,73.0,2022,64.0,73.0
DC2,1208,Majerje,Ž2046,Ž2037,50,61.0,62.0,68.0,69.0,2022,61.5,68.5
DC2,1235,Hrašćica,L25194,D35,80,92.0,95.0,106.0,109.0,2022,93.5,107.5
DC2,1266,Poljana Biškupečka,Ž2050,D228,80,91.0,90.0,103.0,103.0,2022,90.5,103.0
DC2,1210,Varaždin - jug (smjer sjever),D528,D3,90,78.0,78.0,90.0,92.0,2022,78.0,91.0
DC2,1210,Varaždin - jug (smjer jug),D3,D528,90,80.0,80.0,90.0,92.0,2022,80.0,91.0
DC2,1244,Trnovec Bartolovečki,Ž2053,L25082,90,83.0,83.0,95.0,100.0,2022,83.0,97.5
DC2,1307,Ludbreg - zapad,L25094,Ž2075,60,67.0,67.0,75.0,78.0,2022,67.0,76.5
DC2,1323,Koprivnica - jug,D41,D41,70,68.0,68.0,78.0,80.0,2022,68.0,79.0
DC2,1312,Plavšinac,L26034,L26100,60,69.0,72.0,80.0,84.0,2022,70.5,82.0
DC2,1403,Đurđevac,Ž2247,L26112,60,67.0,63.0,78.0,72.0,2022,65.0,75.0
DC2,2201,Kloštar Podravski,Ž2185,L40001,50/70,71.0,72.0,84.0,84.0,2022,71.5,84.0
DC2,2217,Pitomača - istok,Ž4002,L40005,70,62.0,63.0,71.0,72.0,2022,62.5,71.5
DC2,2203,Virovitica,L40020,Ž4024,50,69.0,67.0,78.0,78.0,2022,68.0,78.0
DC2,2302,Cabuna,L40034,L40036,70,71.0,70.0,82.0,82.0,2022,70.5,82.0
DC2,2307,Slatina obilaznica,Ž4025,D34,90,96.0,100.0,112.0,120.0,2022,98.0,116.0
DC2,2305,Čačinci - jug,Ž4063,D314,70,85.0,85.0,100.0,100.0,2022,85.0,100.0
DC2,3635,Martin,D53,Ž4077,50,70.0,68.0,80.0,78.0,2022,69.0,79.0
DC2,2407,Našice,L44044,L44045,50,75.0,83.0,88.0,97.0,2022,79.0,92.5
DC2,2406,Bizovac - zapad,Ž4067,Ž4060,50,48.0,48.0,56.0,59.0,2022,48.0,57.5
DC2,2508,Osijek južna obilaznica (smjer istok),D7,Mandića,90,96.0,103.0,109.0,116.0,2022,99.5,112.5
DC2,2508,,Mandića,D7,110,95.0,95.0,109.0,116.0,2022,95.0,112.5
DC2,3723,Vukovar (smjer Sotin),D55,D57,50,70.0,73.0,82.0,84.0,2022,71.5,83.0
DC2,3723,Vukovar (smjer Klisa),D57,D55,50,69.0,73.0,78.0,82.0,2022,71.0,80.0
DC2,3801,Sotin,Ž4152,L46013,50,60.0,63.0,69.0,73.0,2022,61.5,71.0
DC2,3809,Ilok,Ž4199,Ž4200,90,86.0,86.0,103.0,103.0,2022,86.0,103.0
DC3,1234,Čakovec,D20,Ž2031,80,76.0,76.0,86.0,88.0,2022,76.0,87.0
DC3,1205,Pušćine,D208,L20048,90,83.0,83.0,95.0,95.0,2022,83.0,95.0
DC3,1221,Novi Marof,L25131,Ž2136,50,69.0,69.0,77.0,78.0,2022,69.0,77.5
DC3,1245,Paka,Ž2134,Ž2171,90,78.0,80.0,88.0,90.0,2022,79.0,89.0
DC3,2003,Blažev Dol,L31036,Ž3016,70,73.0,73.0,84.0,82.0,2022,73.0,83.0
DC3,3003,Duga Resa,Ž3181,D23,50,58.0,58.0,67.0,69.0,2022,58.0,68.0
DC3,3032,Lišnica,L34065,L34064,60,73.0,74.0,84.0,84.0,2022,73.5,84.0
DC3,3005,Vrbovsko,L58032,L58037,60,69.0,68.0,78.0,77.0,2022,68.5,77.5
DC3,2905,Delnice,D203,D32,50,54.0,54.0,62.0,64.0,2022,54.0,63.0
DC3,2935,Gornje Jelenje,Ž5032,D501,50,75.0,76.0,90.0,90.0,2022,75.5,90.0
DC5,2215,Virovitica obilaznica jug,D2,Ž4251,90,97.0,103.0,112.0,124.0,2022,100.0,118.0
DC5,2215,Virovitica obilaznica sjever,Ž4251,D2,90,101.0,105.0,120.0,124.0,2022,103.0,122.0
DC5,2205,Grubišno Polje,Ž3094,Ž3139,50,55.0,49.0,65.0,59.0,2022,52.0,62.0
DC5,2206,Končanica - zapad,L37118,Ž3138,50,68.0,70.0,78.0,82.0,2022,69.0,80.0
DC5,2230,Doljani,Ž3291,Ž3172,50,51.0,58.0,57.0,67.0,2022,54.5,62.0
DC5,2213,Badljevina,Ž3272,L41002,50,50.0,54.0,58.0,64.0,2022,52.0,61.0
DC5,3411,Filipovac,L41014,D47,70,59.0,62.0,68.0,72.0,2022,60.5,70.0
DC5,3406,Cage,L42001,Ž3252,70,76.0,78.0,88.0,90.0,2022,77.0,89.0
DC5,3412,Okučani,Ž4241,Ž4158,50,60.0,59.0,71.0,68.0,2022,59.5,69.5
DC5,3410,Stara Gradiška,Ž4226,Ž4227,90,67.0,74.0,80.0,88.0,2022,70.5,84.0
DC6,1806,Jurovski Brod,D228,L34005,60,60.0,61.0,68.0,69.0,2022,60.5,68.5
DC6,3102,Gvozd - zapad,L33075,Ž3186,50,69.0,68.0,82.0,80.0,2022,68.5,81.0
DC7,2501,Duboševica,GP,Ž4011,90,81.0,87.0,97.0,106.0,2022,84.0,101.5
DC7,2503,Karanac (Beli Manastir),D517,D212,70,77.0,77.0,90.0,88.0,2022,77.0,89.0
DC7,2513,Osijek sj. obilaznica,Ž4257,Ž4068,90,79.0,79.0,90.0,86.0,2022,79.0,88.0
DC7,2512,Čepin,D2,D4247,90,97.0,97.0,109.0,112.0,2022,97.0,110.5
DC7,3705,Vuka,Ž4107,L44107,50,85.0,89.0,97.0,103.0,2022,87.0,100.0
DC7,3634,Đakovo obilaznica,D515,A5,60,74.0,80.0,86.0,92.0,2022,77.0,89.0
DC7,3606,Vrpolje,L44138,Ž4202,50,60.0,58.0,69.0,67.0,2022,59.0,68.0
DC7,3615,Sikirevci - jug,Ž4220,L42049,50,67.0,72.0,78.0,84.0,2022,69.5,81.0
DC8,2801,Pasjak,L58011,A7,80,75.0,74.0,86.0,86.0,2022,74.5,86.0
DC8,2804,Mučići,Ž5016,L58015,50,60.0,66.0,68.0,75.0,2022,63.0,71.5
DC8,2917,Kostrena,L58054,D40,90,68.0,66.0,77.0,75.0,2022,67.0,76.0
DC8,2923,Crikvenica,Ž5091,Ž5091,60/80,67.0,67.0,77.0,80.0,2022,67.0,78.5
DC8,2929,Sibinj Krmpotski,Ž5109,L59001,90,83.0,78.0,97.0,90.0,2022,80.5,93.5
DC8,4105,Vlaka,L59028,D405,50,72.0,72.0,82.0,82.0,2022,72.0,82.0
DC8,4207,Karlobag,D25,L63025,40,49.0,50.0,57.0,57.0,2022,49.5,57.0
DC8,4802,Starigrad (Paklenica),L63153,Ž6008,50,43.0,43.0,54.0,54.0,2022,43.0,54.0
DC8,4810,Murvica,Ž6011,L63167,70,55.0,55.0,62.0,62.0,2022,55.0,62.0
DC8,4825,Bibinje,D424,Ž6039,50/70,67.0,67.0,80.0,71.0,2022,67.0,75.5
DC8,5305,Pirovac,Ž6068,D59,90,75.0,75.0,84.0,92.0,2022,75.0,88.0
DC8,5335,Vodice obilaznica,Ž6086,Ž6286,60,73.0,73.0,82.0,82.0,2022,73.0,82.0
DC8,5308,Šibenik,Ž6088,L65037,50,54.0,61.0,65.0,69.0,2022,57.5,67.0
DC8,5336,Ražine,D58,L65075,50,71.0,71.0,80.0,77.0,2022,71.0,78.5
DC8,5309,Grebaštica,D58,Ž6127,90,60.0,60.0,68.0,73.0,2022,60.0,70.5
DC8,5325,Primošten - jug,L65075,L65077,60,77.0,77.0,90.0,92.0,2022,77.0,91.0
DC8,5407,Marina,L65078,Ž6130,50,65.0,68.0,77.0,80.0,2022,66.5,78.5
DC8,5438,Plano (smjer Split),D315,D409,70,72.0,72.0,84.0,92.0,2022,72.0,88.0
