counter_id,category,oznaka_ceste,naziv,od,do,length_km,lat,lon,matched_oznaka_ceste,kategorija_full,seg_id,dist_m,match_method,confidence
4106,DC,DC105,Barbat na Rabu,ŽC5139,TP,6.4,44.720799,14.823029,DC105,državna cesta,292,1.0006846263358675,exact_road_name,high
4108,ZC,ŽC5139,Rab,LC58105,DC105,3.8,44.761072,14.764098,ŽC5139,županijska cesta,5362,10.154141693067452,exact_road_name,high
4109,LC,LC59077,Caska,DC106,Metajna,10.6,44.55475,14.91132,LC59077,lokalna cesta,6001,4.113160812102623,exact_road_name,high
4110,DC,DC107,Nova Novalja,ŽC5151,DC106,1.6,44.54268,14.89708,DC107,državna cesta,9095,2.4571598643586836,exact_road_name,high
4111,LC,LC59001,Senj,LC59008,DC8,8.8,44.99435,14.90147,LC59001,lokalna cesta,5934,2.150337920433389,exact_road_name,high
4112,ZC,ŽC5126,Oltari,DC8,LC59133,14.7,44.87398,14.98197,ŽC5126,županijska cesta,5337,4.255651517928396,exact_road_name,high
4203,DC,DC50,Otočac (Brlog),A1,ŽC5140,4.0,44.876752,15.204911,DC50,državna cesta,4648,2.9995078852920947,exact_road_name,high
4204,DC,DC52,Vrhovine,ŽC5130,LC59140,6.6,44.84918,15.40352,DC52,državna cesta,5524,9.608418161618253,exact_road_name,high
4205,DC,DC50,Ličko Lešće,ŽC5144,ŽC5147,2.3,44.802925,15.326257,DC50,državna cesta,4649,5.485013138220436,exact_road_name,high
4206,DC,DC25,Budak,DC50,DC534,3.7,44.57848,15.3913,DC25,državna cesta,1631,4.323126416556708,exact_road_name,high
4207,DC,DC8,Karlobag,DC25,LC63025,35.6,44.525497,15.077944,DC8,državna cesta,7643,1.1616249845622924,exact_road_name,high
4209,DC,DC25,Novoselo Trnovačko,DC50,LC59123,27.6,44.518417,15.308348,DC25,državna cesta,1631,6.861930590708868,exact_road_name,high
4219,DC,DC50,Perušić,ŽC5154,DC25,5.6,44.6374,15.39222,DC50,državna cesta,4649,0.12959903773259243,exact_road_name,high
4220,ZC,ŽC5155,Perušić zona,A1,LC59146,3.8,44.66532,15.41913,ŽC5155,županijska cesta,5414,6.576876530251652,exact_road_name,high
4221,ZC,ŽC5128,Podum,LC59034,DC50,2.2,44.8793,15.25558,ŽC5128,županijska cesta,5342,0.5986930155145143,exact_road_name,high
4222,ZC,ŽC5140,Krasno - istok,ŽC5126,ŽC5146,5.7,44.82017,15.06876,ŽC5140,županijska cesta,5374,5.061906220286079,exact_road_name,high
4223,ZC,ŽC5126,Krasno,ŽC5140,LC59029,0.2,44.82303,15.04963,ŽC5126,županijska cesta,5339,5.746101574436152,exact_road_name,high
4224,LC,LC59019,Kompolje,DC50,ŽC5140,2.9,44.89338,15.18327,LC59019,lokalna cesta,5953,3.439424668082346,exact_road_name,high
4225,DC,DC50,Gospić - jug,DC25,A1,28.5,44.5303,15.40285,DC50,državna cesta,4650,1.9049904811715854,exact_road_name,high
4301,DC,DC217,Ličko Petrovo Selo,DC1,GP,3.0,44.880562,15.725877,DC217,državna cesta,1170,0.6241595086927046,exact_road_name,high
4302,DC,DC1,Prijeboj - jug,DC429,LC59045,7.9,44.82998,15.67352,DC1,državna cesta,35,0.24639836175611518,exact_road_name,high
4304,DC,DC1,Jošan,LC59064,ŽC5195,12.3,44.580312,15.744271,DC1,državna cesta,23,2.0458656315875343,exact_road_name,high
4308,DC,DC1,Prijeboj - sjeveroistok,LC59027,DC429,9.3,44.842105,15.674561,DC1,državna cesta,35,6.7268549201688295,exact_road_name,high
4309,DC,DC1,Korenica,DC52,LC59045,2.4,44.763316,15.691754,DC1,državna cesta,23,0.5779821279423683,exact_road_name,high
4310,DC,DC218,Frkašić,DC1,LC59102,29.7,44.7033,15.75978,DC218,državna cesta,1188,8.238892592981703,exact_road_name,high
4311,DC,DC429,Jezerce,LC59025,DC1,9.9,44.86633,15.63875,DC429,državna cesta,4283,7.7345808832318275,exact_road_name,high
4313,DC,DC1,Sadilovac,LC34160,LC59136,6.7,44.92992,15.70092,DC1,državna cesta,35,13.63161171139813,exact_road_name,high
4314,DC,DC42,Čatrnja,LC34161,DC1,2.0,44.96047,15.64233,DC42,državna cesta,4067,17.828093000731492,exact_road_name,high
4315,DC,DC429,Selište Drežničko,DC42,LC59024,1.0,44.93475,15.6269,DC429,državna cesta,4283,3.308610093762205,exact_road_name,high
4501,DC,DC214,Posavski Podgajci,ŽC4230,LC46054,7.6,44.968119,18.822439,DC214,državna cesta,1122,3.778671761066518,exact_road_name,high
4502,ZC,ŽC4299,Vrbanja,DC537,ŽC4230,8.7,44.99607,18.93082,ŽC4299,županijska cesta,4310,1.3027822822960926,exact_road_name,high
4801,DC,DC106,Most otok Pag,ŽC6005,ŽC6007,17.6,44.31632,15.26772,DC106,državna cesta,298,1.4364540856250851,exact_road_name,high
4802,DC,DC8,Starigrad (Paklenica),LC63153,ŽC6008,1.5,44.286073,15.451318,DC8,državna cesta,7643,1.8963596373028049,exact_road_name,high
4808,DC,DC306,Kožino,LC63048,DC8,10.3,44.166135,15.201306,DC306,državna cesta,2333,1.7645819266135028,exact_road_name,high
